id,title,company,department,skills_required,description,location,remote,stipend_min_inr,stipend_max_inr,duration_weeks,url,date_posted,role_level,sector
86,Maintenance Intern,Britannia,Aviation / Aerospace,Maintenance Protocols;Flight Ops;Aircraft Systems,"Maintenance Intern at Britannia. Work on projects, mentored by senior staff. Required skills: Maintenance Protocols, Flight Ops, Aircraft Systems.","Jaipur, IN",False,20000,20000,10,https://careers.example.com/britannia/86,2025-06-13,Entry,Private
87,Event Intern,Intel,Hospitality / Tourism,Food & Beverage;Guest Service;Event Coordination;Housekeeping,"Event Intern at Intel. Work on projects, mentored by senior staff. Required skills: Food & Beverage, Guest Service, Event Coordination, Housekeeping.","Dehradun, IN",True,15000,30000,10,https://careers.example.com/intel/87,2025-04-04,Internship,Startup
88,Research Assistant,National Library of India,Research / Policy,Literature Review;Quantitative Analysis;Stata;SPSS;Qualitative Methods,"Research Assistant at National Library of India. Work on projects, mentored by senior staff. Required skills: Literature Review, Quantitative Analysis, Stata, SPSS, Qualitative Methods.","Sydney, AU",False,15000,25000,6,https://careers.example.com/nationallibraryofindia/88,2026-03-06,Junior,Startup
89,Policy Intern,Siemens India,Research / Policy,Literature Review;Policy Briefs;Qualitative Methods;Quantitative Analysis;Stata;SPSS;Monitoring & Evaluation,"Policy Intern at Siemens India. Work on projects, mentored by senior staff. Required skills: Literature Review, Policy Briefs, Qualitative Methods, Quantitative Analysis, Stata, SPSS, Monitoring & Evaluation.","Pune, IN",False,10000,10000,10,https://careers.example.com/siemensindia/89,2025-04-20,Entry,NGO
90,Research Intern,INTACH,Humanities / Journalism,Reporting;Fact-checking,"Research Intern at INTACH. Work on projects, mentored by senior staff. Required skills: Reporting, Fact-checking.","Sydney, AU",False,25000,30000,8,https://careers.example.com/intach/90,2025-04-21,Entry,Public
91,Baking Intern,Goldman Sachs,Culinary / Food,Baking;Recipe Development;Kitchen Safety;Plating,"Baking Intern at Goldman Sachs. Work on projects, mentored by senior staff. Required skills: Baking, Recipe Development, Kitchen Safety, Plating.","Chennai, IN",False,3000,13000,20,https://careers.example.com/goldmansachs/91,2025-11-26,Internship,Academic
92,Clinical Support Intern,BigBasket,Veterinary / Animal Care,Vaccination;Clinical Support;Grooming,"Clinical Support Intern at BigBasket. Work on projects, mentored by senior staff. Required skills: Vaccination, Clinical Support, Grooming.","Chennai, IN",False,10000,12000,6,https://careers.example.com/bigbasket/92,2025-11-24,Internship,Public
93,TA - Undergraduate,Anna University,Education / Teaching,Subject Knowledge;Lesson Planning;Assessment Design;TAP (Teaching Assistant);Classroom Management,"TA - Undergraduate at Anna University. Work on projects, mentored by senior staff. Required skills: Subject Knowledge, Lesson Planning, Assessment Design, TAP (Teaching Assistant), Classroom Management.","Mumbai, IN",False,10000,20000,16,https://careers.example.com/annauniversity/93,2026-02-10,Junior,Academic
94,Process Intern,edX,Manufacturing / Mechanical,MATLAB;CAD;PLC;Quality Control;Machine Learning,"Process Intern at edX. Work on projects, mentored by senior staff. Required skills: MATLAB, CAD, PLC, Quality Control, Machine Learning.","Delhi NCR, IN",False,8000,13000,16,https://careers.example.com/edx/94,2025-11-01,Internship,NGO
95,Backend Intern,Britannia,Computer Science / AI,Git;PyTorch;NLP,"Backend Intern at Britannia. Work on projects, mentored by senior staff. Required skills: Git, PyTorch, NLP.","Sydney, AU",False,3000,18000,8,https://careers.example.com/britannia/95,2025-10-31,Junior,Private
96,Audit Intern,HCL Technologies,Finance / Accounting,Accounting;Tally;Valuation;Excel;QuickBooks;SAP;Java,"Audit Intern at HCL Technologies. Work on projects, mentored by senior staff. Required skills: Accounting, Tally, Valuation, Excel, QuickBooks, SAP, Java.","Mumbai, IN",True,15000,35000,8,https://careers.example.com/hcltechnologies/96,2025-07-09,Entry,Private
97,Supply Chain Intern,Ryan International School,Logistics / Supply Chain,Warehouse Management;ERP,"Supply Chain Intern at Ryan International School. Work on projects, mentored by senior staff. Required skills: Warehouse Management, ERP.","Kolkata, IN",True,0,5000,24,https://careers.example.com/ryaninternationalschool/97,2026-02-26,Junior,Academic
98,Process Intern,The Doon School,Manufacturing / Mechanical,MATLAB;PLC,"Process Intern at The Doon School. Work on projects, mentored by senior staff. Required skills: MATLAB, PLC.","Pune, IN",False,10000,20000,10,https://careers.example.com/thedoonschool/98,2026-02-03,Entry,Public
99,AI Intern,Indian Railways,Computer Science / AI,Python;Java;PyTorch;Reporting,"AI Intern at Indian Railways. Work on projects, mentored by senior staff. Required skills: Python, Java, PyTorch, Reporting.",Remote,True,10000,12000,20,https://careers.example.com/indianrailways/99,2025-12-06,Junior,Private
100,Merchandise Intern,Larsen & Toubro Infotech,Fashion / Textile,Fashion Sketching;Sewing;Illustrator;Pattern Making,"Merchandise Intern at Larsen & Toubro Infotech. Work on projects, mentored by senior staff. Required skills: Fashion Sketching, Sewing, Illustrator, Pattern Making.","Bengaluru, IN",True,5000,15000,24,https://careers.example.com/larsenandtoubroinfotech/100,2025-03-21,Entry,Public
101,Field Intern,Goonj,Public Health / Epidemiology,Field Surveys;Survey Design,"Field Intern at Goonj. Work on projects, mentored by senior staff. Required skills: Field Surveys, Survey Design.","Hyderabad, IN",False,5000,7000,6,https://careers.example.com/goonj/101,2025-12-09,Entry,Startup
102,Data Science Intern,Oxfam India,Data Science / Analytics,R;Machine Learning;Tableau;Python;SQL;Statistics;Excel;ERP,"Data Science Intern at Oxfam India. Work on projects, mentored by senior staff. Required skills: R, Machine Learning, Tableau, Python, SQL, Statistics, Excel, ERP.",Singapore,False,3000,8000,24,https://careers.example.com/oxfamindia/102,2025-04-10,Junior,Startup
103,Food & Beverage Intern,Myntra,Hospitality / Tourism,Food & Beverage;Guest Service;Event Coordination;Housekeeping,"Food & Beverage Intern at Myntra. Work on projects, mentored by senior staff. Required skills: Food & Beverage, Guest Service, Event Coordination, Housekeeping.","Kolkata, IN",False,15000,15000,20,https://careers.example.com/myntra/103,2025-06-24,Entry,NGO
104,Logistics Coordinator Intern,Accenture,Logistics / Supply Chain,ERP;Route Planning;Inventory Control;Warehouse Management;SPSS,"Logistics Coordinator Intern at Accenture. Work on projects, mentored by senior staff. Required skills: ERP, Route Planning, Inventory Control, Warehouse Management, SPSS.","Hyderabad, IN",False,20000,25000,10,https://careers.example.com/accenture/104,2025-08-20,Junior,Public
105,Quality Intern,Yash Raj Films,Manufacturing / Mechanical,PLC;Quality Control;Vaccination,"Quality Intern at Yash Raj Films. Work on projects, mentored by senior staff. Required skills: PLC, Quality Control, Vaccination.","Jaipur, IN",True,5000,25000,8,https://careers.example.com/yashrajfilms/105,2025-10-17,Entry,Startup
106,Accounting Intern,Smile Foundation,Finance / Accounting,Excel;SAP;Valuation;Accounting;QuickBooks;Financial Modeling;Tally,"Accounting Intern at Smile Foundation. Work on projects, mentored by senior staff. Required skills: Excel, SAP, Valuation, Accounting, QuickBooks, Financial Modeling, Tally.","Pune, IN",True,30000,45000,24,https://careers.example.com/smilefoundation/106,2026-01-13,Junior,Private
107,Coaching Intern,Mindtree,Sports / Coaching,Fitness Training;Plan Design,"Coaching Intern at Mindtree. Work on projects, mentored by senior staff. Required skills: Fitness Training, Plan Design.","Lucknow, IN",False,5000,15000,16,https://careers.example.com/mindtree/107,2025-08-05,Internship,Public
108,Case Worker Intern,Municipal Corporation of Greater Mumbai,NGO / Social Work,Grant Writing;Case Management;Monitoring & Evaluation;Quality Control,"Case Worker Intern at Municipal Corporation of Greater Mumbai. Work on projects, mentored by senior staff. Required skills: Grant Writing, Case Management, Monitoring & Evaluation, Quality Control.","Pune, IN",False,20000,40000,6,https://careers.example.com/municipalcorporationofgreatermumbai/108,2025-12-09,Internship,NGO
109,Architectural Intern,Kendriya Vidyalaya Sangathan,Architecture / Civil,AutoCAD;Revit;Sales Outreach,"Architectural Intern at Kendriya Vidyalaya Sangathan. Work on projects, mentored by senior staff. Required skills: AutoCAD, Revit, Sales Outreach.","Berlin, DE",False,20000,35000,16,https://careers.example.com/kendriyavidyalayasangathan/109,2025-11-23,Entry,Startup
110,Tutorial Assistant,India Today,Education / Teaching,Lesson Planning;TAP (Teaching Assistant);Classroom Management;Assessment Design,"Tutorial Assistant at India Today. Work on projects, mentored by senior staff. Required skills: Lesson Planning, TAP (Teaching Assistant), Classroom Management, Assessment Design.","Mumbai, IN",False,0,10000,10,https://careers.example.com/indiatoday/110,2025-07-11,Entry,Startup
111,Frontend Intern,Axis Bank,Web Development,React;Bootstrap;Express;JavaScript;Food & Beverage,"Frontend Intern at Axis Bank. Work on projects, mentored by senior staff. Required skills: React, Bootstrap, Express, JavaScript, Food & Beverage.","Mumbai, IN",False,30000,50000,20,https://careers.example.com/axisbank/111,2026-03-08,Entry,NGO
112,Photography Intern,Mphasis,Arts / Media,Video Editing;Storyboarding;Adobe Premiere;Photography;Content Creation;Legal Research,"Photography Intern at Mphasis. Work on projects, mentored by senior staff. Required skills: Video Editing, Storyboarding, Adobe Premiere, Photography, Content Creation, Legal Research.","Hyderabad, IN",True,3000,8000,8,https://careers.example.com/mphasis/112,2026-01-15,Entry,NGO
113,Retail Operations Intern,JSW Sports,Retail / Sales,Customer Service;POS;Sales Outreach;Negotiation,"Retail Operations Intern at JSW Sports. Work on projects, mentored by senior staff. Required skills: Customer Service, POS, Sales Outreach, Negotiation.","Sydney, AU",False,5000,7000,20,https://careers.example.com/jswsports/113,2026-02-11,Entry,NGO
114,Marketing Intern,FedEx,Marketing / Business,Google Analytics;Content Writing;Communication,"Marketing Intern at FedEx. Work on projects, mentored by senior staff. Required skills: Google Analytics, Content Writing, Communication.","Sydney, AU",False,20000,22000,24,https://careers.example.com/fedex/114,2025-06-17,Junior,Startup
115,Architectural Intern,HUL,Architecture / Civil,Construction Drawings;SketchUp,"Architectural Intern at HUL. Work on projects, mentored by senior staff. Required skills: Construction Drawings, SketchUp.","Jaipur, IN",False,20000,35000,16,https://careers.example.com/hul/115,2025-12-29,Junior,Public
116,Athlete Support Intern,Amazon India,Sports / Coaching,Fitness Training;Plan Design,"Athlete Support Intern at Amazon India. Work on projects, mentored by senior staff. Required skills: Fitness Training, Plan Design.","New York, USA",False,10000,15000,24,https://careers.example.com/amazonindia/116,2026-02-24,Junior,Startup
117,Backend Intern,Oberoi Hotels,Web Development,REST APIs;HTML;Express,"Backend Intern at Oberoi Hotels. Work on projects, mentored by senior staff. Required skills: REST APIs, HTML, Express.",Remote,True,10000,25000,20,https://careers.example.com/oberoihotels/117,2025-09-11,Junior,Private
118,Logistics Coordinator Intern,LinkedIn,Logistics / Supply Chain,Inventory Control;TMS;ERP;Route Planning,"Logistics Coordinator Intern at LinkedIn. Work on projects, mentored by senior staff. Required skills: Inventory Control, TMS, ERP, Route Planning.","Sydney, AU",False,25000,45000,8,https://careers.example.com/linkedin/118,2025-07-12,Junior,Private
119,Computer Vision Intern,Khan Academy,Computer Science / AI,Data Analysis;PyTorch;C++;Git;Java;NLP,"Computer Vision Intern at Khan Academy. Work on projects, mentored by senior staff. Required skills: Data Analysis, PyTorch, C++, Git, Java, NLP.","Mumbai, IN",True,8000,18000,8,https://careers.example.com/khanacademy/119,2025-08-15,Internship,Public
120,Business Development Intern,IIT Kharagpur,Marketing / Business,SEO;Social Media;Google Analytics;Communication;Market Research;Content Writing;Branding,"Business Development Intern at IIT Kharagpur. Work on projects, mentored by senior staff. Required skills: SEO, Social Media, Google Analytics, Communication, Market Research, Content Writing, Branding.","Jaipur, IN",False,30000,30000,24,https://careers.example.com/iitkharagpur/120,2025-12-17,Entry,Public
121,Logistics Coordinator Intern,Axis Bank,Logistics / Supply Chain,Route Planning;Inventory Control;Warehouse Management,"Logistics Coordinator Intern at Axis Bank. Work on projects, mentored by senior staff. Required skills: Route Planning, Inventory Control, Warehouse Management.","Kolkata, IN",True,25000,25000,6,https://careers.example.com/axisbank/121,2025-05-29,Internship,Academic
122,Technical Documentation Intern,Khaitan & Co,Aviation / Aerospace,Aircraft Systems;Technical Documentation,"Technical Documentation Intern at Khaitan & Co. Work on projects, mentored by senior staff. Required skills: Aircraft Systems, Technical Documentation.","Delhi NCR, IN",True,5000,5000,24,https://careers.example.com/khaitanandco/122,2026-01-31,Internship,Startup
123,Survey Intern,Marriott International,Public Health / Epidemiology,Field Surveys;Data Analysis;Survey Design;Surveillance;Revit,"Survey Intern at Marriott International. Work on projects, mentored by senior staff. Required skills: Field Surveys, Data Analysis, Survey Design, Surveillance, Revit.","Ahmedabad, IN",False,10000,12000,6,https://careers.example.com/marriottinternational/123,2025-08-04,Junior,Startup
124,Site Intern,Ernst & Young,Architecture / Civil,Revit;AutoCAD;SketchUp,"Site Intern at Ernst & Young. Work on projects, mentored by senior staff. Required skills: Revit, AutoCAD, SketchUp.","London, UK",True,25000,40000,8,https://careers.example.com/ernstandyoung/124,2026-01-29,Internship,NGO
125,Content Writer Intern,The Times of India,Humanities / Journalism,Fact-checking;Research;Editing;Copywriting;Reporting,"Content Writer Intern at The Times of India. Work on projects, mentored by senior staff. Required skills: Fact-checking, Research, Editing, Copywriting, Reporting.","Hyderabad, IN",False,3000,18000,4,https://careers.example.com/thetimesofindia/125,2025-11-26,Entry,Private
